FilePath,Classe,File,Set
Spettrogrammi/Non-Target/Clymene Dolphin/8303503P_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8303503P,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300602Q_resampled_1.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300602Q,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300601F_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300601F,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604H_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604H,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604O_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604O,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300602C_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300602C,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300602M_resampled_1.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300602M,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604T_resampled_3.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604T,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604N_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604N,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604T_resampled_2.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604T,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604S_resampled_6.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604S,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300602M_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300602M,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604S_resampled_4.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604S,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604T_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604T,train
Spettrogrammi/Non-Target/Clymene Dolphin/8303500N_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8303500N,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300600F_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300600F,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604T_resampled_1.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604T,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604S_resampled_5.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604S,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604A_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604A,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604T_resampled_5.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604T,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604S_resampled_1.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604S,train
Spettrogrammi/Non-Target/Clymene Dolphin/83006003_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/83006003,train
Spettrogrammi/Non-Target/Clymene Dolphin/8303503Q_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8303503Q,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300602E_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300602E,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604S_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604S,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604T_resampled_4.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604T,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300601G_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300601G,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300603C_resampled_1.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300603C,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604T_resampled_6.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604T,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604S_resampled_2.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604S,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604I_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604I,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604S_resampled_3.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604S,train
Spettrogrammi/Non-Target/Clymene Dolphin/83006031_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/83006031,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604T_resampled_7.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604T,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300603C_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300603C,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300601R_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300601R,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300600N_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300600N,train
Spettrogrammi/Non-Target/Clymene Dolphin/83035001_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/83035001,train
Spettrogrammi/Non-Target/Clymene Dolphin/8303503N_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8303503N,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604L_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604L,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300600D_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300600D,train
Spettrogrammi/Non-Target/Clymene Dolphin/83006022_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/83006022,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604T_resampled_8.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604T,train
Spettrogrammi/Non-Target/Clymene Dolphin/8303503S_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8303503S,train
Spettrogrammi/Non-Target/Clymene Dolphin/8303501W_resampled_1.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8303501W,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300601J_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300601J,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604Q_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604Q,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300600C_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300600C,train
Spettrogrammi/Non-Target/Clymene Dolphin/8303501W_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8303501W,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604K_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604K,train
Spettrogrammi/Non-Target/Clymene Dolphin/83035006_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/83035006,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604P_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604P,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300601K_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300601K,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300600B_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300600B,train
Spettrogrammi/Non-Target/Clymene Dolphin/83006047_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/83006047,train
Spettrogrammi/Non-Target/Clymene Dolphin/83035007_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/83035007,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604J_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604J,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300603U_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300603U,train
Spettrogrammi/Non-Target/Clymene Dolphin/8303501L_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8303501L,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300604M_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300604M,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300601V_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300601V,train
Spettrogrammi/Non-Target/Clymene Dolphin/83006008_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/83006008,train
Spettrogrammi/Non-Target/Clymene Dolphin/8303503O_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8303503O,train
Spettrogrammi/Non-Target/Clymene Dolphin/8300602T_resampled_0.png,Clymene Dolphin,Spettrogrammi/Non-Target/Clymene Dolphin/8300602T,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072022_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072022,train
Spettrogrammi/Non-Target/White-sided Dolphin/7500101P_resampled_1.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/7500101P,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107201X_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107201X,train
Spettrogrammi/Non-Target/White-sided Dolphin/7500101P_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/7500101P,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_15.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/79006015_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/79006015,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107200K_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107200K,train
Spettrogrammi/Non-Target/White-sided Dolphin/7500102G_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/7500102G,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_14.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_10.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107201P_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107201P,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_11.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_13.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107202R_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107202R,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_12.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_1.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/79004007_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/79004007,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107200M_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107200M,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_2.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_3.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_7.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/7500102I_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/7500102I,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072023_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072023,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107202T_resampled_1.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107202T,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107202T_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107202T,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107200E_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107200E,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_6.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/79004016_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/79004016,train
Spettrogrammi/Non-Target/White-sided Dolphin/78007015_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/78007015,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_4.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/79006014_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/79006014,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_5.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/75001019_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/75001019,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107202N_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107202N,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_8.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107200O_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107200O,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107202K_resampled_1.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107202K,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107200Z_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107200Z,train
Spettrogrammi/Non-Target/White-sided Dolphin/7500101N_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/7500101N,train
Spettrogrammi/Non-Target/White-sided Dolphin/75001021_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/75001021,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107202K_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107202K,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072032_resampled_9.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072032,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107202D_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107202D,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072005_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072005,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107200G_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107200G,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107201N_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107201N,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072021_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072021,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107202L_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107202L,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072013_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072013,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107200H_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107200H,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107202L_resampled_1.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107202L,train
Spettrogrammi/Non-Target/White-sided Dolphin/7800701J_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/7800701J,train
Spettrogrammi/Non-Target/White-sided Dolphin/79006016_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/79006016,train
Spettrogrammi/Non-Target/White-sided Dolphin/79006018_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/79006018,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072031_resampled_6.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072031,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072004_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072004,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107200S_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107200S,train
Spettrogrammi/Non-Target/White-sided Dolphin/7500103V_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/7500103V,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072031_resampled_7.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072031,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072031_resampled_5.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072031,train
Spettrogrammi/Non-Target/White-sided Dolphin/79006017_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/79006017,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072031_resampled_4.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072031,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072031_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072031,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072031_resampled_1.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072031,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072031_resampled_3.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072031,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107201H_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107201H,train
Spettrogrammi/Non-Target/White-sided Dolphin/6107200T_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/6107200T,train
Spettrogrammi/Non-Target/White-sided Dolphin/7500103D_resampled_0.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/7500103D,train
Spettrogrammi/Non-Target/White-sided Dolphin/61072031_resampled_2.png,White-sided Dolphin,Spettrogrammi/Non-Target/White-sided Dolphin/61072031,train
"Spettrogrammi/Non-Target/Grampus, Risso_s Dolphin/59030036_resampled_0.png","Grampus, Risso_s Dolphin","Spettrogrammi/Non-Target/Grampus, Risso_s Dolphin/59030036",train
"Spettrogrammi/Non-Target/Grampus, Risso_s Dolphin/Grampus_griseus_risso-clicks_resampled_47.png","Grampus, Risso_s Dolphin","Spettrogrammi/Non-Target/Grampus, Risso_s Dolphin/Grampus_griseus_risso-clicks",train
